測定年度,測定局コード,市町村コード,測定項目コード,測定単位コード,測定月,測定日,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2015,09201060,201,NO  ,PPB   , 5, 8,   0,   0,   0,   0,   0,   1,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5, 9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,10,   0,   0,   0,   0,   0,   1,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,11,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,12,   0,   0,   0,   0,   0,   1,   3,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,13,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,14,   0,   0,   0,9999,   2,   0,   1,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,15,   0,   0,   0,   0,   0,   1,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,16,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,17,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,18,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,9999,9999,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,19,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0
2015,09201060,201,NO  ,PPB   , 5,20,   0,   0,   0,   0,   0,   1,   0,   3,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,21,   0,   0,   0,9999,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,22,   0,   0,   0,   0,   0,   0,   1,   2,   2,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,23,   1,   0,   0,   1,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,24,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,25,   0,   0,   0,   0,   0,   2,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,26,   0,   0,   0,   0,   0,   3,   3,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,27,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,28,   0,   0,   0,9999,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,29,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,30,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 5,31,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6, 1,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6, 2,   0,   0,   0,   0,   0,   3,   3,   2,   2,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0
2015,09201060,201,NO  ,PPB   , 6, 3,   0,   0,   0,   0,   0,   1,   1,   3,   2,   2,   2,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6, 4,   0,   0,   0,9999,   0,   0,   1,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6, 5,   0,   0,   0,   0,   0,   1,   2,   2,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6, 6,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0
2015,09201060,201,NO  ,PPB   , 6, 7,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6, 8,   0,   0,   0,   0,   0,   3,   3,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6, 9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,9999,   0,   0,   0,   0,   0,   0,   0,   0,   1,   2,   2,   3
2015,09201060,201,NO  ,PPB   , 6,10,   4,   4,   9,   7,   9,  11,   8,   3,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,11,   0,   0,   0,9999,   1,   3,   3,9999,9999,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,12,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,13,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,14,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,15,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,16,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,17,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,18,   0,   0,   0,9999,   0,   0,   0,   0,   0,   1,   0,   1,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,19,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,20,   0,   0,   0,   0,   0,   1,   2,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,21,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,22,   0,   0,   0,   0,   0,   0,   1,   1,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,23,   0,   0,   0,   0,   0,   2,   2,   4,   6,   3,   3,   3,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,24,   0,   0,   0,   0,   0,   0,   1,   3,   1,   0,   0,9999,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,25,   0,   0,   0,9999,   0,   0,   1,   1,   1,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,26,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,27,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,28,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,29,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,30,   0,   0,   0,   0,   0,   0,   1,   1,   1,   1,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 6,31,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998,9998
2015,09201060,201,NO  ,PPB   , 7, 1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   2,   1
2015,09201060,201,NO  ,PPB   , 7, 2,   3,   3,   5,9999,  13,  16,  11,   4,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7, 3,   0,   0,   1,   1,   3,   1,   2,   5,   8,   4,   5,   4,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7, 4,   0,   0,   0,   0,   0,   0,   1,   1,   2,   3,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7, 5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7, 6,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7, 7,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   1,   0,   0,   1,   1,   0,   0,   0,   0,   0,   0,   3,   1,   0
2015,09201060,201,NO  ,PPB   , 7, 8,   0,   0,   0,   0,   0,   3,   4,   2,   3,   3,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7, 9,   0,   0,   0,9999,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,10,   0,   0,   0,   0,   0,   0,   1,   0,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,11,   0,   0,   0,   0,   0,   4,   4,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,12,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,13,   0,   0,   0,   0,   0,   1,   2,   4,   4,   1,   0,9999,9999,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1
2015,09201060,201,NO  ,PPB   , 7,14,   0,   1,   1,   1,   2,  12,  12,   5,   3,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,   2,   1,   1,   0,   0
2015,09201060,201,NO  ,PPB   , 7,15,   0,   0,   0,   7,  11,   6,   6,   6,   3,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,16,   0,   0,   0,9999,   0,   0,   0,   3,   1,   1,   1,   0,   0,   1,   1,   1,   2,   1,   0,   3,   3,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,17,   0,   0,   0,   0,   0,   2,   4,   5,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0
2015,09201060,201,NO  ,PPB   , 7,18,   0,   0,   0,   2,   5,   5,   3,   3,   2,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1
2015,09201060,201,NO  ,PPB   , 7,19,   1,   2,   3,   5,   8,   8,   7,   4,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,20,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,21,   0,   0,   0,   0,   0,   2,   2,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,22,   0,   0,   0,   0,   3,   8,   8,   5,   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,23,   0,   1,   0,9999,   0,   0,   1,   4,   5,   5,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,24,   0,   0,   0,   0,   0,   0,   1,   2,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,25,   0,   0,   0,   0,   0,   0,   2,   1,   3,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,26,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,27,   0,   0,   0,   0,   0,   1,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,28,   0,   0,   0,   0,   0,   1,   1,   2,   5,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,29,   0,   0,   0,   0,   0,   0,   3,   4,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,30,   0,   0,   0,9999,   0,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 7,31,   2,   0,   2,   5,   2,   5,   6,   4,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 1,   0,   0,   0,   0,   0,   1,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 2,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 3,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 4,   0,   0,   0,   0,   0,   6,   9,   3,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 5,   0,   2,   5,   3,   5,  12,  13,   8,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 6,   3,   3,   3,9999,   4,   3,   5,   5,   4,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 7,   0,   0,   0,   0,   1,  10,   8,   3,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 8,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8, 9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1
2015,09201060,201,NO  ,PPB   , 8,10,   0,   0,   0,   0,   0,   4,   7,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
2015,09201060,201,NO  ,PPB   , 8,11,   0,   0,   0,   0,   2,   4,   4,9999,   5,   4,   3,   1,   1,   1,   1,   0,   1,   2,   3,   5,   7,   8,   8,   1
2015,09201060,201,NO  ,PPB   , 8,12,   3,   6,   5,   2,   5,   7,   7,   7,   4,   1,   1,   0,   0,   1,   1,   0,   1,   1,   1,   0,   2,   3,   2,   1
2015,09201060,201,NO  ,PPB   , 8,13,   2,   4,   6,9999,   6,   8,   6,   3,   4,   4,   3,   2,   1,   1,   1,   0,   0,   0,   1,   1,   1,   1,   1,   1
2015,09201060,201,NO  ,PPB   , 8,14,   1,   2,   2,   2,   2,   1,   2,   2,   2,   3,   4,   3,   2,   1,   1,   1,   1,   1,   3,   3,   4,   4,   6,   7
2015,09201060,201,NO  ,PPB   , 8,15,  10,   6,   6,   6,   5,   4,   5,   4,   1,   1,   0,   0,   0,   0,   0,   0,   0,   1,   2,   0,   1,   3,   2,   0
2015,09201060,201,NO  ,PPB   , 8,16,   0,   0,   1,   2,   2,   5,   5,   3,   3,   1,   1,   1,   0,   0,   0,   0,   0,   1,   2,   3,   3,   4,   5,   6
2015,09201060,201,NO  ,PPB   , 8,17,   5,   6,   6,   7,  11,   8,   7,   6,   3,   3,   3,   2,   2,   3,   1,   2,   1,   2,   3,   2,   2,   3,   3,   4
2015,09201060,201,NO  ,PPB   , 8,18,   8,  10,   9,   9,  13,  16,  18,  16,  12,   7,   2,   1,   0,   0,   0,   0,   0,   0,   0,   1,   1,   3,   2,   4
2015,09201060,201,NO  ,PPB   , 8,19,   5,   7,   9,  11,   9,   9,  11,  14,  11,   4,   1,   0,   0,   0,   0,   0,   0,   0,   1,   3,   3,   3,   5,   5
